ID_juntos;ID;Provincia;Enclave;COSERID;Ejemplo;Preposicion_anterior;Forma;Preposicion_de;Definitud_termino;Termino_tipo;Verbo;Observaciones;Búsqueda
277;159;Sevilla;Almadén de la Plata;3806;" I1 :  Sí. Aquí taban los hombres, en esta parte, que había dos, dos colegios, se combinaban uno con el otro. Uno los hombres, y las mu- | niñas aquí en aquel lao. Pero vamos que, asín eran las cosas, no te vayas a creer que, que había otra cosa; como ahora, que si aquí el colegio, que si aquí el | los niños chicos, lo otro... No, no, no.  E3 :  ¿Y usted ha notado mucha diferencia entre la vida anterior a ahora cómo están las cosas, [HS:I1 Bueno, ahora mismo] si ha cambiado algo?  I1 :   ya es que no me acuerdo de lo que yo he pasao; pero que [A-PIn: valía] una hartá. Porque hoy... [A-PIn: vas ahí] a to. En comida, en vestí... en | estás en tu casa y | al [A-PIn: que se va de...] al ba o a este lao o al otro, pero entonces no te ibas a nadie [A-PIn: tú]. Ibas a'n'cá la vecina, si tu madre te dejaba. [HS:E1 [Asent].] Si no, ni en ca la vecina que estaba enfrente. ¡Porque era asín la vida! Pues éramos tos mu... | y las madres no | pa que no | porque luego era otra cosa, que a lo mejó iba yo en casa de esa enfrente misma: «Y tu madre, ¿qué está haciendo? ¿qué esto, qué lo otro?»; «¿Y qué habéis comido? ¿qué no?»... y eso las madres no querían que se dijera na. ¡Tanto hablá y tanto enterá al mundo! Y hoy no, hoy nadie tiene que taparse de na, habla to el mundo como quiere. Y lo que hace, y lo que no hace; ¡y entonces iba a decir nadie lo que hacía! Nada. Era asín la vida.   E3 :  |T13| ¿Ha dicho que tiene usted tres hijos, no?  I1 :  Yo te- | no, na más tengo dos; se murió la mayó, que la tengo ahí. Dos tengo. Este que ha estado aquí y la otra, que es mayor que, que é. Cinco años se llevan. ";en;casa;si;pronombre personal;pronombre;movimiento;;en a de casa de
278;160;Soria;Almajano;3901; I :  Cincuenta años, uy, cuarenta años estuvo un cura aquí.  E :  ¿Y quién era?, ¿era...?  I :   Un, un, un sacerdote. [LT-Rct: De Villabuena ha venido, un hermosísimo clavel [R-Mcr] a casa de don Cipriano a acabar de florecer.] Una chica, una sobrina, y lo cantábamos claro en la ronda los mozos.   I2 :  Ya tenía, tenía amigas ese cura, ¿eh?  E :  ¿Sí?  I :  ¿Y por qué no?  I2 :  Ya tenía  E :  ¿Del pueblo?  E :  No.  I2 :  No, venían del otro. ;a;casa;si;don + NP;NP;movimiento;Recitado;en a de casa de
279;161;Soria;Beratón;3924; I1 :  [Rndo: Fueron a dormir y tenían to la cama desvalijada, [RISAS] pero a mí no se enteraron.]  E2 :  ¿Y cómo consiguió que no se enteraran?  I1 :   Pues mira, pues no lo sé, dormimos en casa de una mujercica vieja, sí. Llevó mi madre la ropa y cuando estábamos en la habitación, nos iríamos del baile despistaos, ya no me acuerdo, y después cuando estábamos en la habitación oímos que pasaban [R-Inf] [Rndo: la cuadrilla de los mozos buscando...,] buscando, pero no..., no se enteraron... donde dormimos.   E2 :  |T11| [Asent]. Y aquí cuando una mujer tenía un, un hijo, aparte de que ayudara la... | ¿había tradición de que luego no se pudiera levantar o...?, o sea ¿se le daba una comida especial o...?  I1 :  Sí, [P-Enf: hombre], le mataban una gallina, mataban una gallina pa hacele el caldo. [RISA] [TOS] ;en;casa;si;indefinido;otro;estado;;en a de casa de
280;162;Soria;Beratón;3924;I1 :  Al pequeño mío, un gallego,... al... | ahora es alcalde, hoy se ha ido al monte [HS:E1 Sí.] a [A-Inn] no habrán ido, no sé dónde habrán ido porque a las..., a las ocho o por ahí, o antes de las ocho he vis-| he barruntao que se ha ido.  E1 :  Cuente, cuéntenos usted ¿cómo se castigaba a los alumnos, el maestro a los alumnos? porque a mí me han tirao las orejas, por ejemplo.  I1 :   A éste..., a éste que te digo, a este hijo mío [HS:E1 Sí.] el gallego, que fíjate fue un gran maestro, ¿eh? [HS:E1 Sí.] Se murió mi madre | lo tuvo mi madre de pupilo porque reunieron al pueblo y echamos a contar y no acabaremos... con lo que hablo yo. Reunieron a los padres de los niños [HS:E1 Sí.] en el ayuntamiento pa ver quién lo tenía de... patrona y n'hubo nadie quien lo cogiera y tuvo que aposentarse el hombre en casa de mi madre que tenía | recogía gente como posada y ya no salió..., ya no salió de ahí, el hombre. Y aunque se murió mi madre, no ha dejao de felicitanos todos los años, por ahí la tendré, las felicitaciones, la de este año..., la de este año porque hace poco la vi, no sé dónde l'habré guardao. Y a mi hijo, aunque era [RISA] mi hijo, el nieto de la patrona, lo cogió porque se ve que el crío, los primeros días que fue, pues estaba un poco, pero se cansaría y quería irse a casa [RISAS] y el maestro lo cogió de la oreja, pero que tirón le daría, el uno tira pa un lao y el otro pa otro porque se le puso to esto...negro, así... [HS:E1 Pobre criatura.] morao. Y me acuerdo... mi padre, ya mayor, pues a lo mejor se saldría después de comer a darse un paseo y algunos días entraba en la escuela, como estaba en su casa el maestro... y decía el niño: « [P-Enf: Ay], el día que me pegó el maestro no vino el abuelo por allí», ¿no diría? [Rndo: Según le tirara de la oreja, digo yo diría el niño, ya podía venir mi, mi abuelo ahora por aquí.]   E1 :  O les ponían de rodillas.  I1 :  Ah, eso sí, pero eso, mira, era un castigo mejor que pegales, [P-Enf: hombre], tirale, pero tanto tirales se ve que le haría mal al niño, claro, fíjate. Y a un sobrino, es hijo de esta de Fuentes que estuvo aquí alguna temporada y iba a la escuela y también le dio una morrada que le marcó los dedos, ¿eh?, era... Pero fue buen maestro, yo por eso no lo critico, ¿eh?... [HS:E1 Sí, sí.] sacó unos niños... listos..., listos, fue buen maestro... que porque les.... como ahora si... entonces a lo mejor, yo | mi hermano el mayor decía: «A los pequeños les pegan menos, a nosotros nos pega con la regla, te hace poner los dedos así [HS:E1 Sí, sí.] y [G-Mst] te pegaba así». Sí, te ponía de rodillas con los libros, otras veces mirando a la paré, claro, eran brutos, sí. ;en;casa;si;definido;parentesco;estado;;en a de casa de
281;163;Soria;Aguaviva de la Vega;3923; I1 :  ¿Hacia qué calle vives?  E1 :  Pues vivo en Alcobendas, un poco más apartado, [HS:I1 Ya...,] en un pueblo.  I1 :   ya..., ya, ya, ya pues porque nosotros hemos estao también a veces en Madrid. Fuimos de recién casaos, que teníamos unos tíos, [RISA] y luego después alguna vez más. Teníamos de parte de estas dos mujeres y yo también tenía un primo que también estuve... na más terminar la guerra, estuve por allí ocho días en casa de ese primo, [V-Sml] sí y eso.   I2 :  ¿Luego eso os hace algún servicio? Lo que te llevas a llevar visto. [RISA] [V-Ljn] ¿Será para algo?  E1 :  Es para un trabajo. Es para la universidad... para... bueno, es como... es una investigación que hacemos los alumnos. ;en;casa;si;definido;parentesco;estado;;en a de casa de
282;164;Teruel;Fuentes Clara;4117; I :  Sin ser comadronas, pues luego a la mujer que le asistía, pues a lo mejor le daban algo de lo de casa o dinero según si lo necesitaban o no.  E :  ¿Tenían miedo de los partos?  I :   Pues mira, mi madre a mí me ató el ombligo. Y una chica que venía detrás de mí le faltaban a mi madre dos meses pa dar a luz, y iba a casa de sus padres a hacerles la cama. Y estaba un | unas cabras y un boque, y el boque fue y le toscó a mi madre en la tripa. Y en aquellos dos meses que le faltaban, estuvo mi madre con los dolores de parto que si [A-Inn] agora no iba a ocurrir eso, pero entonces ocurrió. Y, y cuando dio a luz mi madre, pues fue el medíco que se llama don [NP] y la que nació, pues le faltaba así pa cerrar el ombligo y se le veían los higadicos y todo. Y entonces el medíco le dijo a mi madre que si quería consulta y: «Si usted me da palabra que ha de vivir, sí, pero si se ha de morir después de la consulta no». Y a los ocho días ya tiraba la porquería por la boca.   E :  ¿Y vivía?  I :  La hermanica mía, no, ya a los ocho días ya se murió, pero el médico le dijo que si quería consulta, mi madre le dijo al médico que si él mismo le daba palabra que había de salir, sí. Y dijo que esa palabra no se la podía dar y luego a los ocho días ya echaba la porquería por la boca y murió.  E :  ¿Recuerda usted alguna mujer? ;a;casa;si;definido;parentesco;movimiento;;en a de casa de
283;165;Teruel;Fuentes Clara;4117;I :  Pues lo primero, freír la carne y echala al puchero, añadir el agua que se fuera y luego echar las patatas, y hacías el guiso.  E :  ¿Cada uno tenía su plato o comían todos?  I :   En una fuente. De antes en una fuente, y después cuando ya me he casao, en platos. Pero en casa de mis padres, la fuente en el medio y todos al meter la mano a la fuente.   E :  ¿Y comían todos a la vez? ¿O primero los mayores?  I :  No, no. Todos a la vez, todos a la vez. ;en;casa;si;definido;parentesco;estado;;en a de casa de
284;223;Teruel;Fuentes Clara;4117;E :  ¿Ustedes ponían mucho la radio para escuchar, por ejemplo, música?  I :  Sí.  E :  |T11| ¿Eh, se juntaban en alguna casa para poder escucharlo? Porque no, no todo el mundo tendría, ¿no? ¿O sí?  I :   No, no, tenía todo el mundo. Cuando la guerra me acuerdo que había dos en el pueblo, uno en casa de un señor que tenía tienda, le decían el tío [NP], y otra en casa del médico que se llamaba don [NP]. Iban a atender a, a los que, a los que daban el parte de la guerra y todo eso. Y cuando ya se hacían las tantas de la noche, pues cuando se quedaban los que querían oír, los ponían en el lao de los rojos, y sentían del otro | de la otra banda lo que pasaba, pero eso no se podía poner ni lo podían decir.   E :  ¿Lo pasaron muy mal en la guerra aquí?  I :  Huy, pues sí. Mucha gente sí. ;en;casa;si;indefinido;otro;estado;;en a de casa de
285;166;Teruel;Fuentes Clara;4117;E :  ¿Ustedes ponían mucho la radio para escuchar, por ejemplo, música?  I :  Sí.  E :  |T11| ¿Eh, se juntaban en alguna casa para poder escucharlo? Porque no, no todo el mundo tendría, ¿no? ¿O sí?  I :   No, no, tenía todo el mundo. Cuando la guerra me acuerdo que había dos en el pueblo, uno en casa de un señor que tenía tienda, le decían el tío [NP], y otra en casa del médico que se llamaba don [NP]. Iban a atender a, a los que, a los que daban el parte de la guerra y todo eso. Y cuando ya se hacían las tantas de la noche, pues cuando se quedaban los que querían oír, los ponían en el lao de los rojos, y sentían del otro | de la otra banda lo que pasaba, pero eso no se podía poner ni lo podían decir.   E :  ¿Lo pasaron muy mal en la guerra aquí?  I :  Huy, pues sí. Mucha gente sí. ;en;casa;si;definido;otro;estado;;en a de casa de
286;167;Teruel;Perales de Alfambra;4128; I1 :  Aquí, echas aceite, [HS:E1 [Asent].] echas aceite aquí y, y lo mojas esto, y aquí lo enciendes y es, pues una luz.  E1 :  [P-Enf: [Asent].]  I1 :  Una luz, que ya ves qué luz, pero...  E1 :  Pero bien.  I1 :   Yo soy de la posguerra y yo aún, bueno, yo, jolín, que... ya había luz, ¿sabes?, pero entonces, hubo una restricción, y bueno, y pa ir, por ejemplo, a un sitio, de la una casa a la otra, o sea, de por ejemplo, subir al granero, pues aún a coger el candil, o ir a echalos a los animales, a coger el candil. Es-, esto se llama ca-... Aquí echas aceite, y esto se moja de aceite y, y pasa por aquí y perfetamente lo enciendes aquí, pos es una luz. Pequeña, pero una luz. Esto es una romana. Que... esta..., esta yo no sé, esta yo ya la encontré en casa de mis abuelos vieja, yo no sé esto cuántos años tendrá. Aquí dice un año catorce, no sé si os dais cuenta.   E2 :  ¿Para qué sirve eso?  I1 :  Pues para pesar. ;en;casa;si;definido;parentesco;estado;;en a de casa de
287;168;Toledo;Caleruela;4206; I :  No, mu poquito. Yo no sé si valían cinco o diez pesetas el kilo de aceitunas, cada kilo que cogías. Entonces mu poco, porque valía to mu poquito.  E :  ¿Y aquí | hacíais cosecha de miel?  I :   De miel en casa de mi abuelo sí hacíamos cosecha de miel. Tenían colm-, colmenas y lo cogían.   E :  ¿Sí?  I :  [Asent].  E :  ¿Y cómo hacían para que no picaran las ovejas | las abejas?  I :  Las... daban con un... | una cosa, con... como un sahumerio, no sé. [HS:E ¿Sahumerio?] Echa-... Sí, echaban unos ascuas [PS] en un... bache así, que luego echaban azúcar y salía humo, humo y se lo..., lo regaban pa que se... pusieran como atontás las a-, las abejas y los quitaban las... | los panales esos que los sacaban. ;en;casa;si;definido;parentesco;estado;;en a de casa de
288;169;Toledo;Caleruela;4206;I :  La fiesta de los quintos. Yo no sé [RISA] que se llame de otra manera, más la fiesta de los quintos.  E :  |T14| ¿Y hay alguna tradición en la f- | en las bodas?  I :   ¡Ah! La tradición de las bodas es [HS:E Aquí, en el pueblo.] que..., que el novio... va en casa de la novia a recogerla para ir todos juntos.   E :  ¿A ti también te hicieron eso?  I :  [Asent]. A mí también. Eso es una tradición del pueblo, porque en otros sitios va primero el novio, ¿no? En las capitales suelen ir primero el novio y luego la novia. ;en;casa;si;definido;otro;movimiento;;en a de casa de
289;224;Toledo;Pulgar;4206; I2 :  La de la novia y la del novio...  E1 :  Pero todos a la vez no, que no se oye. A ver, la víspera... ¿cómo era eso?  I2 :  ¡Pos eso!  I1 :   Se juntaban las dos familias, la del novio y, y  [A-PIn: se tenían] en, en casa de la novia, pues hacían una cena y comían, cenaban juntos, tos. Y ya pedían los padres, pedían la nov-..., los padres del novio pedían, daban la mano a los padres de la novia, pedían a la novia, que, que se llamaba. Pedían a la novia y a otro día ya pos, nos, nos casábamos. Era la boda y entre todos hacían... Entonces la celebrábamos en nuestras casas y, o en casa de la novia, o en casa, and'hubiera más anchuras. Hacían una... Matábamos unos... dos o tres corderos...   E1 :  ¿La comida tradicional de la boda era el cordero?  I1 :  Cordero o... Carne, carne, carne. ;en;casa;si;definido;otro;estado;;en a de casa de
290;170;Toledo;Pulgar;4206; I2 :  La de la novia y la del novio...  E1 :  Pero todos a la vez no, que no se oye. A ver, la víspera... ¿cómo era eso?  I2 :  ¡Pos eso!  I1 :   Se juntaban las dos familias, la del novio y, y  [A-PIn: se tenían] en, en casa de la novia, pues hacían una cena y comían, cenaban juntos, tos. Y ya pedían los padres, pedían la nov-..., los padres del novio pedían, daban la mano a los padres de la novia, pedían a la novia, que, que se llamaba. Pedían a la novia y a otro día ya pos, nos, nos casábamos. Era la boda y entre todos hacían... Entonces la celebrábamos en nuestras casas y, o en casa de la novia, o en casa, and'hubiera más anchuras. Hacían una... Matábamos unos... dos o tres corderos...   E1 :  ¿La comida tradicional de la boda era el cordero?  I1 :  Cordero o... Carne, carne, carne. ;en;casa;si;definido;otro;estado;;en a de casa de
291;171;Toledo;Los Navalmorales;4218; E1 :  |T6| Vamos a dejarlo aquí, nos olvidamos de esto y ya como si no existiera. Bueno, pues era lo que le comentábamos, que queríamos, bueno, pues sobre todo saber cómo..., porque luego vamos a hacer un trabajo..., saber cómo vivían aquí antiguamente. ¿A qué se dedicaban las mujeres, sobre todo [A-Inn]?  I1 :  Las mujeres, la | mayormente, antes, pues también a trabajar al campo, porque entonces lo que se habla de, de las cosechas, pues entonces yo... mismo, mi madre, que ha muerto casi de cien años, pues... también se dedicaba a ir a segar. Los hombres y las mujeres. Y, y, y a escardar, que se llamaba a quitar la hierba de entre los garbanzos..., [A-Inn] en el campo y todo eso, y del trigo se quitaban las hierbas con azaones y, [A-PIn: solo daba la] [A-Inn] y esas cosas. Pues entonces las mujeres también. Y luego muchas..., muchas modistas aquí.  E1 :  Ah.  I1 :   Yo misma, [A-Inn] criadas de servicio, porque entonces [A-Inn], no es como ahora, que ahora toda la gente es rica. Pero antes, pues, las criadas se iban a servir en casa de los ricos y ya está. Y los demás, pues la que no iba a servir, pues, iba a coser, a aprender a un taller, a coser de modista, de lo que fuera. En fin, así. Así se pasaba. Luego tie-... [OTRAS-EM] [A-PIn: Luego] hay mucho olivaje, [A-Inn] habrán visto que hay muchas olivas, pues luego [A-PIn: se ve...,] nos dedicábamos a ir a coger la aceituna, como ahora... Han terminao, este mes, este mes pasao l'ha | todavía han estao de aceituna. Y l'han..., ya han terminao y eso.   E1 :  ¿Como se cogía la aceituna? ¿Cómo se cogía la aceituna?  I1 :  Pues, se coge, en el árbol, ponen unas mantas en el suelo, muy grandes, que cubren todo el vuelo de la aceituna, de, de, o sea, del olivo, y con unas varas muy largas, porque como son altos, ¿no?, se pone un, un chico a..., eh, arriba en la oliva y quita lo de dentro y luego los, los hombres por fuera dando palos. Y le cogen las mantas y a los sacos. Y lue-, luego íbamos las mujeres, detrás de ellos, la que se saltaba allí más allá para no entretenese ellos y tal y cual. [A-PIn: Para coger.] O, o muchas veces que el aire lo echa abajo y todo está en el suelo, pues las mujeres a cogerlas. Y er- | eso era una cantidad de mujeres la que se juntaban de miedo. Yo tenía a mi padre, [CARRASP] mi padre estaba en una casa y, y yo estuve catorce años, hasta que me casé, y mi padre era un encargao, de, de ese... Ese señor tenía muchísimo olivaje y tenía cuatro encargados y llevaban cada encargao nueve o diez hombres y doce o catorce mujeres, cada uno de ellos en la misma casa, y de ahí, [A-PIn: pues to... por aquí.] Aquí er- | es un pueblo que había muchos pobres y muchos ricos, que no estaba el capital... ;en;casa;si;definido;otro;ambiguo;;en a de casa de
